SellerExternalId,SellerName,SellerEmail,CategoryPath,ProductAsin,ProductTitle,ProductType,Price,Currency,StockQuantity,CustomerExternalId,CustomerFullName,CustomerEmail,OrderExternalId,OrderedAtUtc,OrderStatus,Quantity,ShipmentExternalId,ShipmentStatus,TrackingNumber,DestinationCountry,DestinationCity,DestinationStreet
SEL-050,Seller SEL-050,sel-050@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-010,Kingdoms of Logic,Physical,140.49,USD,159,CUS-140,Customer CUS-140,cus-140@mail.local,ORD-0445,2026-03-21T09:49:00.000Z,Delivered,2,SHP-0445,InTransit,TRK100889,Ukraine,Kharkiv,Naukova 12
SEL-051,Seller SEL-051,sel-051@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-011,Nova Laptop 14,Physical,21.49,USD,160,CUS-141,Customer CUS-141,cus-141@mail.local,ORD-0446,2026-03-22T10:50:00.000Z,Created,3,SHP-0446,Delivered,TRK100890,Ukraine,Kyiv,Shevchenka 10
SEL-052,Seller SEL-052,sel-052@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-012,EchoSound Pro Headphones,Digital,52.49,USD,161,CUS-142,Customer CUS-142,cus-142@mail.local,ORD-0446,2026-03-23T11:51:00.000Z,Paid,1,SHP-0446,Preparing,TRK100891,Ukraine,Lviv,Soborna 25
SEL-053,Seller SEL-053,sel-053@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-013,Patterns for Scalable Systems,Physical,83.49,USD,162,CUS-143,Customer CUS-143,cus-143@mail.local,ORD-0447,2026-03-24T12:52:00.000Z,Packed,2,SHP-0447,InTransit,TRK100892,Ukraine,Odesa,Centralna 7
SEL-054,Seller SEL-054,sel-054@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-014,Barista Smart Brewer,Digital,114.49,USD,163,CUS-144,Customer CUS-144,cus-144@mail.local,ORD-0447,2026-03-25T13:53:00.000Z,Shipped,3,SHP-0447,Delivered,TRK100893,Ukraine,Dnipro,Independence 18
SEL-055,Seller SEL-055,sel-055@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-015,Kingdoms of Logic,Physical,145.49,USD,164,CUS-145,Customer CUS-145,cus-145@mail.local,ORD-0448,2026-03-26T14:54:00.000Z,Delivered,1,SHP-0448,Preparing,TRK100894,Ukraine,Kharkiv,Naukova 12
SEL-056,Seller SEL-056,sel-056@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-016,Nova Laptop 14,Physical,26.49,USD,165,CUS-146,Customer CUS-146,cus-146@mail.local,ORD-0448,2026-03-27T15:55:00.000Z,Created,2,SHP-0448,InTransit,TRK100895,Ukraine,Kyiv,Shevchenka 10
SEL-057,Seller SEL-057,sel-057@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-017,EchoSound Pro Headphones,Digital,57.49,USD,166,CUS-147,Customer CUS-147,cus-147@mail.local,ORD-0449,2026-03-28T16:56:00.000Z,Paid,3,SHP-0449,Delivered,TRK100896,Ukraine,Lviv,Soborna 25
SEL-058,Seller SEL-058,sel-058@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-018,Patterns for Scalable Systems,Physical,88.49,USD,167,CUS-148,Customer CUS-148,cus-148@mail.local,ORD-0449,2026-03-29T17:57:00.000Z,Packed,1,SHP-0449,Preparing,TRK100897,Ukraine,Odesa,Centralna 7
SEL-059,Seller SEL-059,sel-059@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-019,Barista Smart Brewer,Digital,119.49,USD,168,CUS-149,Customer CUS-149,cus-149@mail.local,ORD-0450,2026-03-30T18:58:00.000Z,Shipped,2,SHP-0450,InTransit,TRK100898,Ukraine,Dnipro,Independence 18
SEL-060,Seller SEL-060,sel-060@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-020,Kingdoms of Logic,Physical,150.49,USD,169,CUS-150,Customer CUS-150,cus-150@mail.local,ORD-0450,2026-03-31T19:59:00.000Z,Delivered,3,SHP-0450,Delivered,TRK100899,Ukraine,Kharkiv,Naukova 12
SEL-001,Seller SEL-001,sel-001@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-021,Nova Laptop 14,Physical,31.49,USD,20,CUS-151,Customer CUS-151,cus-151@mail.local,ORD-0451,2026-01-01T08:00:00.000Z,Created,1,SHP-0451,Preparing,TRK100900,Ukraine,Kyiv,Shevchenka 10
SEL-002,Seller SEL-002,sel-002@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-022,EchoSound Pro Headphones,Digital,45.49,USD,21,CUS-152,Customer CUS-152,cus-152@mail.local,ORD-0451,2026-01-02T09:01:00.000Z,Paid,2,SHP-0451,InTransit,TRK100901,Ukraine,Lviv,Soborna 25
SEL-003,Seller SEL-003,sel-003@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-023,Patterns for Scalable Systems,Physical,76.49,USD,22,CUS-153,Customer CUS-153,cus-153@mail.local,ORD-0452,2026-01-03T10:02:00.000Z,Packed,3,SHP-0452,Delivered,TRK100902,Ukraine,Odesa,Centralna 7
SEL-004,Seller SEL-004,sel-004@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-024,Barista Smart Brewer,Digital,107.49,USD,23,CUS-154,Customer CUS-154,cus-154@mail.local,ORD-0452,2026-01-04T11:03:00.000Z,Shipped,1,SHP-0452,Preparing,TRK100903,Ukraine,Dnipro,Independence 18
SEL-005,Seller SEL-005,sel-005@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-025,Kingdoms of Logic,Physical,138.49,USD,24,CUS-155,Customer CUS-155,cus-155@mail.local,ORD-0453,2026-01-05T12:04:00.000Z,Delivered,2,SHP-0453,InTransit,TRK100904,Ukraine,Kharkiv,Naukova 12
SEL-006,Seller SEL-006,sel-006@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-026,Nova Laptop 14,Physical,19.49,USD,25,CUS-156,Customer CUS-156,cus-156@mail.local,ORD-0453,2026-01-06T13:05:00.000Z,Created,3,SHP-0453,Delivered,TRK100905,Ukraine,Kyiv,Shevchenka 10
SEL-007,Seller SEL-007,sel-007@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-027,EchoSound Pro Headphones,Digital,50.49,USD,26,CUS-157,Customer CUS-157,cus-157@mail.local,ORD-0454,2026-01-07T14:06:00.000Z,Paid,1,SHP-0454,Preparing,TRK100906,Ukraine,Lviv,Soborna 25
SEL-008,Seller SEL-008,sel-008@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-028,Patterns for Scalable Systems,Physical,81.49,USD,27,CUS-158,Customer CUS-158,cus-158@mail.local,ORD-0454,2026-01-08T15:07:00.000Z,Packed,2,SHP-0454,InTransit,TRK100907,Ukraine,Odesa,Centralna 7
SEL-009,Seller SEL-009,sel-009@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-029,Barista Smart Brewer,Digital,112.49,USD,28,CUS-159,Customer CUS-159,cus-159@mail.local,ORD-0455,2026-01-09T16:08:00.000Z,Shipped,3,SHP-0455,Delivered,TRK100908,Ukraine,Dnipro,Independence 18
SEL-010,Seller SEL-010,sel-010@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-030,Kingdoms of Logic,Physical,143.49,USD,29,CUS-160,Customer CUS-160,cus-160@mail.local,ORD-0455,2026-01-10T17:09:00.000Z,Delivered,1,SHP-0455,Preparing,TRK100909,Ukraine,Kharkiv,Naukova 12
SEL-011,Seller SEL-011,sel-011@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-031,Nova Laptop 14,Physical,24.49,USD,30,CUS-161,Customer CUS-161,cus-161@mail.local,ORD-0456,2026-01-11T18:10:00.000Z,Created,2,SHP-0456,InTransit,TRK100910,Ukraine,Kyiv,Shevchenka 10
SEL-012,Seller SEL-012,sel-012@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-032,EchoSound Pro Headphones,Digital,55.49,USD,31,CUS-162,Customer CUS-162,cus-162@mail.local,ORD-0456,2026-01-12T19:11:00.000Z,Paid,3,SHP-0456,Delivered,TRK100911,Ukraine,Lviv,Soborna 25
SEL-013,Seller SEL-013,sel-013@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-033,Patterns for Scalable Systems,Physical,86.49,USD,32,CUS-163,Customer CUS-163,cus-163@mail.local,ORD-0457,2026-01-13T08:12:00.000Z,Packed,1,SHP-0457,Preparing,TRK100912,Ukraine,Odesa,Centralna 7
SEL-014,Seller SEL-014,sel-014@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-034,Barista Smart Brewer,Digital,117.49,USD,33,CUS-164,Customer CUS-164,cus-164@mail.local,ORD-0457,2026-01-14T09:13:00.000Z,Shipped,2,SHP-0457,InTransit,TRK100913,Ukraine,Dnipro,Independence 18
SEL-015,Seller SEL-015,sel-015@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-035,Kingdoms of Logic,Physical,148.49,USD,34,CUS-165,Customer CUS-165,cus-165@mail.local,ORD-0458,2026-01-15T10:14:00.000Z,Delivered,3,SHP-0458,Delivered,TRK100914,Ukraine,Kharkiv,Naukova 12
SEL-016,Seller SEL-016,sel-016@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-036,Nova Laptop 14,Physical,29.49,USD,35,CUS-166,Customer CUS-166,cus-166@mail.local,ORD-0458,2026-01-16T11:15:00.000Z,Created,1,SHP-0458,Preparing,TRK100915,Ukraine,Kyiv,Shevchenka 10
SEL-017,Seller SEL-017,sel-017@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-037,EchoSound Pro Headphones,Digital,60.49,USD,36,CUS-167,Customer CUS-167,cus-167@mail.local,ORD-0459,2026-01-17T12:16:00.000Z,Paid,2,SHP-0459,InTransit,TRK100916,Ukraine,Lviv,Soborna 25
SEL-018,Seller SEL-018,sel-018@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-038,Patterns for Scalable Systems,Physical,91.49,USD,37,CUS-168,Customer CUS-168,cus-168@mail.local,ORD-0459,2026-01-18T13:17:00.000Z,Packed,3,SHP-0459,Delivered,TRK100917,Ukraine,Odesa,Centralna 7
SEL-019,Seller SEL-019,sel-019@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-039,Barista Smart Brewer,Digital,105.49,USD,38,CUS-169,Customer CUS-169,cus-169@mail.local,ORD-0460,2026-01-19T14:18:00.000Z,Shipped,1,SHP-0460,Preparing,TRK100918,Ukraine,Dnipro,Independence 18
SEL-020,Seller SEL-020,sel-020@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-040,Kingdoms of Logic,Physical,136.49,USD,39,CUS-170,Customer CUS-170,cus-170@mail.local,ORD-0460,2026-01-20T15:19:00.000Z,Delivered,2,SHP-0460,InTransit,TRK100919,Ukraine,Kharkiv,Naukova 12
SEL-021,Seller SEL-021,sel-021@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-041,Nova Laptop 14,Physical,17.49,USD,40,CUS-171,Customer CUS-171,cus-171@mail.local,ORD-0461,2026-01-21T16:20:00.000Z,Created,3,SHP-0461,Delivered,TRK100920,Ukraine,Kyiv,Shevchenka 10
SEL-022,Seller SEL-022,sel-022@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-042,EchoSound Pro Headphones,Digital,48.49,USD,41,CUS-172,Customer CUS-172,cus-172@mail.local,ORD-0461,2026-01-22T17:21:00.000Z,Paid,1,SHP-0461,Preparing,TRK100921,Ukraine,Lviv,Soborna 25
SEL-023,Seller SEL-023,sel-023@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-043,Patterns for Scalable Systems,Physical,79.49,USD,42,CUS-173,Customer CUS-173,cus-173@mail.local,ORD-0462,2026-01-23T18:22:00.000Z,Packed,2,SHP-0462,InTransit,TRK100922,Ukraine,Odesa,Centralna 7
SEL-024,Seller SEL-024,sel-024@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-044,Barista Smart Brewer,Digital,110.49,USD,43,CUS-174,Customer CUS-174,cus-174@mail.local,ORD-0462,2026-01-24T19:23:00.000Z,Shipped,3,SHP-0462,Delivered,TRK100923,Ukraine,Dnipro,Independence 18
SEL-025,Seller SEL-025,sel-025@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-045,Kingdoms of Logic,Physical,141.49,USD,44,CUS-175,Customer CUS-175,cus-175@mail.local,ORD-0463,2026-01-25T08:24:00.000Z,Delivered,1,SHP-0463,Preparing,TRK100924,Ukraine,Kharkiv,Naukova 12
SEL-026,Seller SEL-026,sel-026@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-046,Nova Laptop 14,Physical,22.49,USD,45,CUS-176,Customer CUS-176,cus-176@mail.local,ORD-0463,2026-01-26T09:25:00.000Z,Created,2,SHP-0463,InTransit,TRK100925,Ukraine,Kyiv,Shevchenka 10
SEL-027,Seller SEL-027,sel-027@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-047,EchoSound Pro Headphones,Digital,53.49,USD,46,CUS-177,Customer CUS-177,cus-177@mail.local,ORD-0464,2026-01-27T10:26:00.000Z,Paid,3,SHP-0464,Delivered,TRK100926,Ukraine,Lviv,Soborna 25
SEL-028,Seller SEL-028,sel-028@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-048,Patterns for Scalable Systems,Physical,84.49,USD,47,CUS-178,Customer CUS-178,cus-178@mail.local,ORD-0464,2026-01-28T11:27:00.000Z,Packed,1,SHP-0464,Preparing,TRK100927,Ukraine,Odesa,Centralna 7
SEL-029,Seller SEL-029,sel-029@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-049,Barista Smart Brewer,Digital,115.49,USD,48,CUS-179,Customer CUS-179,cus-179@mail.local,ORD-0465,2026-01-29T12:28:00.000Z,Shipped,2,SHP-0465,InTransit,TRK100928,Ukraine,Dnipro,Independence 18
SEL-030,Seller SEL-030,sel-030@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-050,Kingdoms of Logic,Physical,146.49,USD,49,CUS-180,Customer CUS-180,cus-180@mail.local,ORD-0465,2026-01-30T13:29:00.000Z,Delivered,3,SHP-0465,Delivered,TRK100929,Ukraine,Kharkiv,Naukova 12
SEL-031,Seller SEL-031,sel-031@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-051,Nova Laptop 14,Physical,27.49,USD,50,CUS-181,Customer CUS-181,cus-181@mail.local,ORD-0466,2026-01-31T14:30:00.000Z,Created,1,SHP-0466,Preparing,TRK100930,Ukraine,Kyiv,Shevchenka 10
SEL-032,Seller SEL-032,sel-032@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-052,EchoSound Pro Headphones,Digital,58.49,USD,51,CUS-182,Customer CUS-182,cus-182@mail.local,ORD-0466,2026-02-01T15:31:00.000Z,Paid,2,SHP-0466,InTransit,TRK100931,Ukraine,Lviv,Soborna 25
SEL-033,Seller SEL-033,sel-033@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-053,Patterns for Scalable Systems,Physical,89.49,USD,52,CUS-183,Customer CUS-183,cus-183@mail.local,ORD-0467,2026-02-02T16:32:00.000Z,Packed,3,SHP-0467,Delivered,TRK100932,Ukraine,Odesa,Centralna 7
SEL-034,Seller SEL-034,sel-034@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-054,Barista Smart Brewer,Digital,120.49,USD,53,CUS-184,Customer CUS-184,cus-184@mail.local,ORD-0467,2026-02-03T17:33:00.000Z,Shipped,1,SHP-0467,Preparing,TRK100933,Ukraine,Dnipro,Independence 18
SEL-035,Seller SEL-035,sel-035@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-055,Kingdoms of Logic,Physical,151.49,USD,54,CUS-185,Customer CUS-185,cus-185@mail.local,ORD-0468,2026-02-04T18:34:00.000Z,Delivered,2,SHP-0468,InTransit,TRK100934,Ukraine,Kharkiv,Naukova 12
SEL-036,Seller SEL-036,sel-036@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-056,Nova Laptop 14,Physical,15.49,USD,55,CUS-186,Customer CUS-186,cus-186@mail.local,ORD-0468,2026-02-05T19:35:00.000Z,Created,3,SHP-0468,Delivered,TRK100935,Ukraine,Kyiv,Shevchenka 10
SEL-037,Seller SEL-037,sel-037@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-057,EchoSound Pro Headphones,Digital,46.49,USD,56,CUS-187,Customer CUS-187,cus-187@mail.local,ORD-0469,2026-02-06T08:36:00.000Z,Paid,1,SHP-0469,Preparing,TRK100936,Ukraine,Lviv,Soborna 25
SEL-038,Seller SEL-038,sel-038@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-058,Patterns for Scalable Systems,Physical,77.49,USD,57,CUS-188,Customer CUS-188,cus-188@mail.local,ORD-0469,2026-02-07T09:37:00.000Z,Packed,2,SHP-0469,InTransit,TRK100937,Ukraine,Odesa,Centralna 7
SEL-039,Seller SEL-039,sel-039@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-059,Barista Smart Brewer,Digital,108.49,USD,58,CUS-189,Customer CUS-189,cus-189@mail.local,ORD-0470,2026-02-08T10:38:00.000Z,Shipped,3,SHP-0470,Delivered,TRK100938,Ukraine,Dnipro,Independence 18
SEL-040,Seller SEL-040,sel-040@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-060,Kingdoms of Logic,Physical,139.49,USD,59,CUS-190,Customer CUS-190,cus-190@mail.local,ORD-0470,2026-02-09T11:39:00.000Z,Delivered,1,SHP-0470,Preparing,TRK100939,Ukraine,Kharkiv,Naukova 12
SEL-041,Seller SEL-041,sel-041@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-061,Nova Laptop 14,Physical,20.49,USD,60,CUS-191,Customer CUS-191,cus-191@mail.local,ORD-0471,2026-02-10T12:40:00.000Z,Created,2,SHP-0471,InTransit,TRK100940,Ukraine,Kyiv,Shevchenka 10
SEL-042,Seller SEL-042,sel-042@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-062,EchoSound Pro Headphones,Digital,51.49,USD,61,CUS-192,Customer CUS-192,cus-192@mail.local,ORD-0471,2026-02-11T13:41:00.000Z,Paid,3,SHP-0471,Delivered,TRK100941,Ukraine,Lviv,Soborna 25
SEL-043,Seller SEL-043,sel-043@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-063,Patterns for Scalable Systems,Physical,82.49,USD,62,CUS-193,Customer CUS-193,cus-193@mail.local,ORD-0472,2026-02-12T14:42:00.000Z,Packed,1,SHP-0472,Preparing,TRK100942,Ukraine,Odesa,Centralna 7
SEL-044,Seller SEL-044,sel-044@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-064,Barista Smart Brewer,Digital,113.49,USD,63,CUS-194,Customer CUS-194,cus-194@mail.local,ORD-0472,2026-02-13T15:43:00.000Z,Shipped,2,SHP-0472,InTransit,TRK100943,Ukraine,Dnipro,Independence 18
SEL-045,Seller SEL-045,sel-045@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-065,Kingdoms of Logic,Physical,144.49,USD,64,CUS-195,Customer CUS-195,cus-195@mail.local,ORD-0473,2026-02-14T16:44:00.000Z,Delivered,3,SHP-0473,Delivered,TRK100944,Ukraine,Kharkiv,Naukova 12
SEL-046,Seller SEL-046,sel-046@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-066,Nova Laptop 14,Physical,25.49,USD,65,CUS-196,Customer CUS-196,cus-196@mail.local,ORD-0473,2026-02-15T17:45:00.000Z,Created,1,SHP-0473,Preparing,TRK100945,Ukraine,Kyiv,Shevchenka 10
SEL-047,Seller SEL-047,sel-047@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-067,EchoSound Pro Headphones,Digital,56.49,USD,66,CUS-197,Customer CUS-197,cus-197@mail.local,ORD-0474,2026-02-16T18:46:00.000Z,Paid,2,SHP-0474,InTransit,TRK100946,Ukraine,Lviv,Soborna 25
SEL-048,Seller SEL-048,sel-048@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-068,Patterns for Scalable Systems,Physical,87.49,USD,67,CUS-198,Customer CUS-198,cus-198@mail.local,ORD-0474,2026-02-17T19:47:00.000Z,Packed,3,SHP-0474,Delivered,TRK100947,Ukraine,Odesa,Centralna 7
SEL-049,Seller SEL-049,sel-049@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-069,Barista Smart Brewer,Digital,118.49,USD,68,CUS-199,Customer CUS-199,cus-199@mail.local,ORD-0475,2026-02-18T08:48:00.000Z,Shipped,1,SHP-0475,Preparing,TRK100948,Ukraine,Dnipro,Independence 18
SEL-050,Seller SEL-050,sel-050@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-070,Kingdoms of Logic,Physical,149.49,USD,69,CUS-200,Customer CUS-200,cus-200@mail.local,ORD-0475,2026-02-19T09:49:00.000Z,Delivered,2,SHP-0475,InTransit,TRK100949,Ukraine,Kharkiv,Naukova 12
SEL-051,Seller SEL-051,sel-051@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-071,Nova Laptop 14,Physical,30.49,USD,70,CUS-201,Customer CUS-201,cus-201@mail.local,ORD-0476,2026-02-20T10:50:00.000Z,Created,3,SHP-0476,Delivered,TRK100950,Ukraine,Kyiv,Shevchenka 10
SEL-052,Seller SEL-052,sel-052@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-072,EchoSound Pro Headphones,Digital,61.49,USD,71,CUS-202,Customer CUS-202,cus-202@mail.local,ORD-0476,2026-02-21T11:51:00.000Z,Paid,1,SHP-0476,Preparing,TRK100951,Ukraine,Lviv,Soborna 25
SEL-053,Seller SEL-053,sel-053@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-073,Patterns for Scalable Systems,Physical,75.49,USD,72,CUS-203,Customer CUS-203,cus-203@mail.local,ORD-0477,2026-02-22T12:52:00.000Z,Packed,2,SHP-0477,InTransit,TRK100952,Ukraine,Odesa,Centralna 7
SEL-054,Seller SEL-054,sel-054@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-074,Barista Smart Brewer,Digital,106.49,USD,73,CUS-204,Customer CUS-204,cus-204@mail.local,ORD-0477,2026-02-23T13:53:00.000Z,Shipped,3,SHP-0477,Delivered,TRK100953,Ukraine,Dnipro,Independence 18
SEL-055,Seller SEL-055,sel-055@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-075,Kingdoms of Logic,Physical,137.49,USD,74,CUS-205,Customer CUS-205,cus-205@mail.local,ORD-0478,2026-02-24T14:54:00.000Z,Delivered,1,SHP-0478,Preparing,TRK100954,Ukraine,Kharkiv,Naukova 12
SEL-056,Seller SEL-056,sel-056@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-076,Nova Laptop 14,Physical,18.49,USD,75,CUS-206,Customer CUS-206,cus-206@mail.local,ORD-0478,2026-02-25T15:55:00.000Z,Created,2,SHP-0478,InTransit,TRK100955,Ukraine,Kyiv,Shevchenka 10
SEL-057,Seller SEL-057,sel-057@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-077,EchoSound Pro Headphones,Digital,49.49,USD,76,CUS-207,Customer CUS-207,cus-207@mail.local,ORD-0479,2026-02-26T16:56:00.000Z,Paid,3,SHP-0479,Delivered,TRK100956,Ukraine,Lviv,Soborna 25
SEL-058,Seller SEL-058,sel-058@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-078,Patterns for Scalable Systems,Physical,80.49,USD,77,CUS-208,Customer CUS-208,cus-208@mail.local,ORD-0479,2026-02-27T17:57:00.000Z,Packed,1,SHP-0479,Preparing,TRK100957,Ukraine,Odesa,Centralna 7
SEL-059,Seller SEL-059,sel-059@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-079,Barista Smart Brewer,Digital,111.49,USD,78,CUS-209,Customer CUS-209,cus-209@mail.local,ORD-0480,2026-02-28T18:58:00.000Z,Shipped,2,SHP-0480,InTransit,TRK100958,Ukraine,Dnipro,Independence 18
SEL-060,Seller SEL-060,sel-060@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-080,Kingdoms of Logic,Physical,142.49,USD,79,CUS-210,Customer CUS-210,cus-210@mail.local,ORD-0480,2026-03-01T19:59:00.000Z,Delivered,3,SHP-0480,Delivered,TRK100959,Ukraine,Kharkiv,Naukova 12
SEL-001,Seller SEL-001,sel-001@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-001,Nova Laptop 14,Physical,23.49,USD,80,CUS-211,Customer CUS-211,cus-211@mail.local,ORD-0481,2026-03-02T08:00:00.000Z,Created,1,SHP-0481,Preparing,TRK100960,Ukraine,Kyiv,Shevchenka 10
SEL-002,Seller SEL-002,sel-002@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-002,EchoSound Pro Headphones,Digital,54.49,USD,81,CUS-212,Customer CUS-212,cus-212@mail.local,ORD-0481,2026-03-03T09:01:00.000Z,Paid,2,SHP-0481,InTransit,TRK100961,Ukraine,Lviv,Soborna 25
SEL-003,Seller SEL-003,sel-003@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-003,Patterns for Scalable Systems,Physical,85.49,USD,82,CUS-213,Customer CUS-213,cus-213@mail.local,ORD-0482,2026-03-04T10:02:00.000Z,Packed,3,SHP-0482,Delivered,TRK100962,Ukraine,Odesa,Centralna 7
SEL-004,Seller SEL-004,sel-004@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-004,Barista Smart Brewer,Digital,116.49,USD,83,CUS-214,Customer CUS-214,cus-214@mail.local,ORD-0482,2026-03-05T11:03:00.000Z,Shipped,1,SHP-0482,Preparing,TRK100963,Ukraine,Dnipro,Independence 18
SEL-005,Seller SEL-005,sel-005@amazon-demo.local,Toys & Games>Board Games>Strategy,ASIN-005-005,Kingdoms of Logic,Physical,147.49,USD,84,CUS-215,Customer CUS-215,cus-215@mail.local,ORD-0483,2026-03-06T12:04:00.000Z,Delivered,2,SHP-0483,InTransit,TRK100964,Ukraine,Kharkiv,Naukova 12
SEL-006,Seller SEL-006,sel-006@amazon-demo.local,Electronics>Computers>Laptops,ASIN-001-006,Nova Laptop 14,Physical,28.49,USD,85,CUS-216,Customer CUS-216,cus-216@mail.local,ORD-0483,2026-03-07T13:05:00.000Z,Created,3,SHP-0483,Delivered,TRK100965,Ukraine,Kyiv,Shevchenka 10
SEL-007,Seller SEL-007,sel-007@amazon-demo.local,Electronics>Audio>Headphones,ASIN-002-007,EchoSound Pro Headphones,Digital,59.49,USD,86,CUS-217,Customer CUS-217,cus-217@mail.local,ORD-0484,2026-03-08T14:06:00.000Z,Paid,1,SHP-0484,Preparing,TRK100966,Ukraine,Lviv,Soborna 25
SEL-008,Seller SEL-008,sel-008@amazon-demo.local,Books>Technology>Software Engineering,ASIN-003-008,Patterns for Scalable Systems,Physical,90.49,USD,87,CUS-218,Customer CUS-218,cus-218@mail.local,ORD-0484,2026-03-09T15:07:00.000Z,Packed,2,SHP-0484,InTransit,TRK100967,Ukraine,Odesa,Centralna 7
SEL-009,Seller SEL-009,sel-009@amazon-demo.local,Home & Kitchen>Appliances>Coffee Machines,ASIN-004-009,Barista Smart Brewer,Digital,121.49,USD,88,CUS-219,Customer CUS-219,cus-219@mail.local,ORD-0485,2026-03-10T16:08:00.000Z,Shipped,3,SHP-0485,Delivered,TRK100968,Ukraine,Dnipro,Independence 18
